Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC,English_Name
sp,02010,Aythya baeri,02.06.2008,,Aythya baeri,492,Baer's Pochard
sp,02020,Aythya nyroca,02.06.2008,,Aythya nyroca,493,Ferruginous Duck
sp,02030,Aythya fuligula,02.06.2008,,Aythya fuligula,496,Tufted Duck
sp,02040,Aythya marila,02.06.2008,,Aythya marila,497,Greater Scaup
sp,02050,Aythya affinis,02.06.2008,,Aythya affinis,500,Lesser Scaup
a,02059,Aythya sp.,02.06.2008,,Aythya sp.,NA,NA
sp,02060,Somateria mollissima,02.06.2008,,Somateria mollissima,505,Common Eider
ssp,02061,Somateria mollissima mollissima,02.06.2008,,Somateria mollissima mollissima,511,NA
ssp,02062,Somateria mollissima faeroeensis,02.06.2008,,Somateria mollissima faeroeensis,510,NA
ssp,02063,Somateria mollissima borealis,02.06.2008,,Somateria mollissima borealis,507,NA
ssp,02064,Somateria mollissima v-nigrum,10.01.2024,,Somateria mollissima nigrum,506,NA
sp,02070,Somateria spectabilis,02.06.2008,,Somateria spectabilis,504,King Eider
sp,02080,Somateria fischeri,02.06.2008,,Somateria fischeri,503,Spectacled Eider
a,02089,Somateria sp.,02.06.2008,,Somateria sp.,NA,NA
sp,02090,Polysticta stelleri,02.06.2008,,Polysticta stelleri,501,Steller's Eider
sp,02100,Camptorhynchus labradorius,10.01.2024,Extinct,Camptorhynchus labradorius,502,Labrador Duck
sp,02110,Histrionicus histrionicus,02.06.2008,,Histrionicus histrionicus,512,Harlequin Duck
sp,02120,Clangula hyemalis,02.06.2008,,Clangula hyemalis,524,Long-tailed Duck
sp,02130,Melanitta nigra,02.06.2008,,Melanitta nigra,520,Common Scoter
o,02131,Obsolete code,10.01.2024,Duplicated species; use 02130,Melanitta nigra nigra,NA,NA
sp,02132,Melanitta americana,02.06.2008,,Melanitta nigra americana,522,Black Scoter
sp,02140,Melanitta perspicillata,02.06.2008,,Melanitta perspicillata,513,Surf Scoter
sp,02150,Melanitta fusca,02.06.2008,,Melanitta fusca,514,Velvet Scoter
o,02151,Obsolete code,,Duplicated species; use 02150,Melanitta fusca fusca,NA,NA
sp,02152,Melanitta deglandi,02.06.2008,,Melanitta fusca deglandi,516,White-winged Scoter
sp,02153,Melanitta stejnegeri,02.06.2008,,Melanitta fusca stejnegeri,518,Stejneger's Scoter
sp,02160,Bucephala albeola,02.06.2008,,Bucephala albeola,525,Bufflehead
sp,02170,Bucephala islandica,02.06.2008,,Bucephala islandica,529,Barrow's Goldeneye
sp,02180,Bucephala clangula,02.06.2008,,Bucephala clangula,526,Common Goldeneye
sp,02190,Lophodytes cucullatus,02.06.2008,,Mergus cucullatus,531,Hooded Merganser
sp,02200,Mergellus albellus,02.06.2008,,Mergus albellus,530,Smew
sp,02210,Mergus serrator,02.06.2008,,Mergus serrator,538,Red-breasted Merganser
sp,02220,Mergus squamatus,02.06.2008,,Mergus squamatus,541,Scaly-sided Merganser
sp,02230,Mergus merganser,02.06.2008,,Mergus merganser,534,Common Merganser
a,02239,Mergus sp.,10.01.2024,Extent of code has changed over time. All former Mergus species were included.,Mergus sp.,NA,NA
sp,02240,Nomonyx dominicus,02.06.2008,,Oxyura dominica,543,Masked Duck
sp,02250,Oxyura jamaicensis,10.01.2024,Excludes Oxyura ferruginea,Oxyura jamaicensis,544,Ruddy Duck
sp,02260,Oxyura leucocephala,02.06.2008,,Oxyura leucocephala,553,White-headed Duck
sp,02270,Cathartes aura,02.06.2008,,Cathartes aura,8117,Turkey Vulture
sp,02280,Coragyps atratus,02.06.2008,,Coragyps atratus,8113,Black Vulture
sp,02290,Gymnogyps californianus,02.06.2008,,Gymnogyps californianus,8110,California Condor
sp,02300,Chondrohierax uncinatus,02.06.2008,,Chondrohierax uncinatus,8166,Hook-billed Kite
sp,02310,Pernis apivorus,02.06.2008,,Pernis apivorus,8209,European Honey Buzzard
sp,02320,Pernis ptilorhynchus,02.06.2008,,Pernis ptilorhyncus,8210,Crested Honey Buzzard
sp,02330,Elanoides forficatus,02.06.2008,,Elanoides forficatus,8222,Swallow-tailed Kite
sp,02340,Elanus leucurus,02.06.2008,,Elanus leucurus,8140,White-tailed Kite
sp,02350,Elanus caeruleus,02.06.2008,,Elanus caeruleus,8143,Black-winged Kite
sp,02360,Ictinia mississippiensis,02.06.2008,,Ictinia mississippiensis,8688,Mississippi Kite
sp,02370,Rostrhamus sociabilis,02.06.2008,,Rostrhamus sociabilis,8700,Snail Kite
sp,02380,Milvus migrans,09.03.2024,Excludes Milvus aegyptius,Milvus migrans,8650,Black Kite
ssp,02381,Milvus migrans migrans,04.10.2019,,Milvus migrans migrans,8651,NA
sp,02382,Milvus aegyptius,09.03.2024,,Milvus migrans aegyptius,8657,Yellow-billed Kite
sp,02390,Milvus milvus,02.06.2008,,Milvus milvus,8647,Red Kite
a,02399,Milvus sp.,02.06.2008,,Milvus sp.,NA,NA
sp,02400,Haliastur indus,02.06.2008,,Haliastur indus,8660,Brahminy Kite
sp,02410,Icthyophaga vocifer,09.03.2024,,Haliaeetus vocifer,8676,African Fish Eagle
sp,02420,Haliaeetus leucoryphus,02.06.2008,,Haliaeetus leucoryphus,8669,Pallas's Fish Eagle
sp,02430,Haliaeetus albicilla,02.06.2008,,Haliaeetus albicilla,8670,White-tailed Eagle
sp,02440,Haliaeetus leucocephalus,02.06.2008,,Haliaeetus leucocephalus,8673,Bald Eagle
sp,02450,Haliaeetus pelagicus,02.06.2008,,Haliaeetus pelagicus,8666,Steller's Sea Eagle
sp,02460,Gypaetus barbatus,02.06.2008,,Gypaetus barbatus,8156,Bearded Vulture
sp,02470,Neophron percnopterus,02.06.2008,,Neophron percnopterus,8161,Egyptian Vulture
ssp,02471,Neophron percnopterus majorensis,09.03.2024,,Neophron pecnopetorus majorensis,8163,NA
sp,02480,Necrosyrtes monachus,02.06.2008,,Necrosyrtes monachus,8239,Hooded Vulture
sp,02490,Gyps bengalensis,02.06.2008,,Gyps bengalensis,8243,White-rumped Vulture
sp,02500,Gyps indicus,02.06.2008,,Gyps indicus,8245,Indian Vulture
sp,02510,Gyps fulvus,02.06.2008,,Gyps fulvus,8254,Griffon Vulture
sp,02520,Gyps himalayensis,02.06.2008,,Gyps himalayensis,8242,Himalayan Vulture
sp,02530,Gyps rueppelli,02.06.2008,,Gyps rueppellii,8251,Rüppell's Vulture
sp,02540,Torgos tracheliotos,02.06.2008,,Torgos tracheliotus,8235,Lappet-faced Vulture
sp,02550,Aegypius monachus,02.06.2008,,Aegypius monachus,8234,Cinereous Vulture
sp,02560,Circaetus gallicus,02.06.2008,,Circaetus gallicus,8303,Short-toed Snake Eagle
sp,02570,Terathopius ecaudatus,02.06.2008,,Terathopius ecaudatus,8293,Bateleur
sp,02580,Spilornis cheela,02.06.2008,,Spilornis cheela,8265,Crested Serpent Eagle
sp,02590,Geranospiza caerulescens,02.06.2008,,Geranospiza caerulescens,8690,Crane Hawk
sp,02600,Circus aeruginosus,02.06.2008,,Circus aeruginosus,8624,Western Marsh Harrier
sp,02610,Circus cyaneus,09.03.2024,Excludes Circus hudsonius,Circus cyaneus,8616,Hen Harrier
sp,02620,Circus macrourus,02.06.2008,,Circus macrourus,8614,Pallid Harrier
sp,02630,Circus pygargus,02.06.2008,,Circus pygargus,8622,Montagu's Harrier
sp,02640,Circus melanoleucos,02.06.2008,,Circus melanoleucus,8623,Pied Harrier
a,02649,Circus sp.,02.06.2008,,Circus sp.,NA,NA
sp,02650,Melierax metabates,02.06.2008,,Melierax metabates,8412,Dark Chanting Goshawk
sp,02660,Micronisus gabar,02.06.2008,,Micronisus gabar,8407,Gabar Goshawk
sp,02670,Astur gentilis,22.11.2024,,Accipiter gentilis,8595,Eurasian Goshawk
ssp,02671,Astur gentilis gentilis,22.11.2024,,Accipiter gentilis gentilis,8596,NA
a,02680,Tachyspiza virgata sensu lato,22.11.2024,Includes Tachyspiza gularis,Accipiter virgatus,NA,NA
sp,02681,Tachyspiza virgata,22.11.2024,Excludes Tachyspiza gularis,Accipiter virgatus virgatus,8446,Besra
sp,02682,Tachyspiza gularis,22.11.2024,,Accipiter virgatus gularis,8471,Japanese Sparrowhawk
sp,02690,Accipiter nisus,02.06.2008,,Accipiter nisus,8573,Eurasian Sparrowhawk
ssp,02692,Accipiter nisus nisosimilis,02.06.2008,,Accipiter nisus nisosimilis,8575,NA
sp,02700,Accipiter striatus,02.06.2008,,Accipiter striatus,8556,Sharp-shinned Hawk
sp,02710,Tachyspiza soloensis,22.11.2024,,Accipiter soloensis,8488,Chinese Sparrowhawk
sp,02720,Tachyspiza badia,22.11.2024,,Accipiter badius,8477,Shikra
sp,02730,Tachyspiza brevipes,22.11.2024,,Accipiter brevipes,8476,Levant Sparrowhawk
sp,02740,Astur cooperii,22.11.2024,,Accipiter cooperii,8591,Cooper's Hawk
a,02749,Accipiter; Astur; Tachyspiza; Aerospiza sp.,22.11.2024,,Accipiter sp.,NA,NA
sp,02750,Butastur teesa,02.06.2008,,Butastur teesa,8686,White-eyed Buzzard
sp,02760,Butastur indicus,02.06.2008,,Butastur indicus,8687,Grey-faced Buzzard
sp,02770,Buteogallus anthracinus,02.06.2008,,Buteogallus anthracinus,8711,Common Black Hawk
sp,02780,Parabuteo unicinctus,02.06.2008,,Parabuteo unicinctus,8743,Harris's Hawk
sp,02790,Buteo nitidus,02.06.2008,,Buteo nitidus,8775,Grey-lined Hawk
sp,02800,Buteo platypterus,02.06.2008,,Buteo platypterus,8779,Broad-winged Hawk
sp,02810,Buteo lineatus,02.06.2008,,Buteo lineatus,8786,Red-shouldered Hawk
sp,02820,Buteo swainsoni,02.06.2008,,Buteo swainsonii,8801,Swainson's Hawk
sp,02830,Buteo brachyurus,02.06.2008,,Buteo brachyurus,8798,Short-tailed Hawk
sp,02840,Geranoaetus albicaudatus,02.06.2008,,Buteo albicaudatus,8756,White-tailed Hawk
sp,02850,Buteo albonotatus,02.06.2008,,Buteo albonotatus,8794,Zone-tailed Hawk
sp,02860,Buteo jamaicensis,02.06.2008,,Buteo jamaicensis,8803,Red-tailed Hawk
sp,02870,Buteo buteo,02.06.2008,,Buteo buteo,8837,Common Buzzard
ssp,02871,Buteo buteo buteo,02.06.2008,,Buteo buteo buteo,8838,NA
ssp,02872,Buteo buteo vulpinus,02.06.2008,,Buteo buteo vulpinus,8845,NA
ssp,02873,Buteo buteo insularum,02.06.2008,,Buteo buteo insularum,8843,NA
sp,02880,Buteo rufinus,02.06.2008,,Buteo rufinus,8853,Long-legged Buzzard
sp,02890,Buteo hemilasius,02.06.2008,,Buteo hemilasius,8856,Upland Buzzard
sp,02900,Buteo lagopus,02.06.2008,,Buteo lagopus,8822,Rough-legged Buzzard
sp,02910,Buteo regalis,02.06.2008,,Buteo regalis,8827,Ferruginous Hawk
a,02919,Buteo spp.,09.03.2024,Extent of code has changed over time. All former Buteo species were included.,Buteo spp.,NA,NA
sp,02920,Clanga pomarina,02.06.2008,,Aquila pomarina,8354,Lesser Spotted Eagle
sp,02930,Clanga clanga,02.06.2008,,Aquila clanga,8356,Greater Spotted Eagle
a,02940,Aquila rapax sensu lato,09.03.2024,Includes Aquila nipalensis,Aquila rapax,NA,NA
sp,02941,Aquila rapax,09.03.2024,Excludes Aquila nipalensis,Aquila rapax rapax,8369,Tawny Eagle
sp,02942,Aquila nipalensis,02.06.2008,,Aquila rapax nipalensis,8366,Steppe Eagle
sp,02950,Aquila heliaca,09.03.2024,Excludes Aquila adalberti,Aquila heliaca,8375,Eastern Imperial Eagle
o,02951,Obsolete code,09.03.2024,Duplicated species; use 02950,Aquila heliaca heliaca,NA,NA
sp,02952,Aquila adalberti,02.06.2008,,Aquila heliaca adalberti,8373,Spanish Imperial Eagle
sp,02960,Aquila chrysaetos,02.06.2008,,Aquila chrysaetos,8378,Golden Eagle
sp,02970,Aquila verreauxii,02.06.2008,,Aquila verreauxii,8389,Verreaux's Eagle
a,02979,Aquila sp.,02.06.2008,,Aquila sp.,NA,NA
sp,02980,Hieraaetus pennatus,02.06.2008,,Hieraaetus pennatus,8361,Booted Eagle
sp,02990,Aquila fasciata,02.06.2008,,Hieraaetus fasciatus,8385,Bonelli's Eagle
sp,03000,Nisaetus nipalensis,02.06.2008,,Spizaetus nipalensis,8320,Mountain Hawk-Eagle
o,03009,Bird of prey,07.07.2014,,Falconiformes sp.,NA,NA
sp,03010,Pandion haliaetus,02.06.2008,,Pandion haliaetus,8129,Osprey
sp,03020,Caracara plancus,02.06.2008,Includes Caracara cheriway,Polyborus plancus,12802,Crested Caracara
sp,03030,Falco naumanni,02.06.2008,,Falco naumanni,12861,Lesser Kestrel
sp,03040,Falco tinnunculus,02.06.2008,,Falco tinnunculus,12862,Common Kestrel
sp,03050,Falco sparverius,02.06.2008,,Falco sparverius,12892,American Kestrel
sp,03060,Falco chicquera,02.06.2008,,Falco chicquera,12918,Red-necked Falcon
sp,03070,Falco vespertinus,02.06.2008,,Falco vespertinus,12923,Red-footed Falcon
sp,03080,Falco amurensis,02.06.2008,,Falco amurensis,12924,Amur Falcon
sp,03090,Falco columbarius,02.06.2008,,Falco columbarius,12931,Merlin
ssp,03092,Falco columbarius subaesalon,02.06.2008,,Falco columbarius subaesalon,12932,NA
sp,03100,Falco subbuteo,02.06.2008,,Falco subbuteo,12947,Eurasian Hobby
sp,03110,Falco eleonorae,02.06.2008,,Falco eleonorae,12925,Eleonora's Falcon
sp,03120,Falco concolor,02.06.2008,,Falco concolor,12926,Sooty Falcon
sp,03130,Falco femoralis,02.06.2008,,Falco femoralis,12927,Aplomado Falcon
sp,03140,Falco biarmicus,02.06.2008,,Falco biarmicus,12968,Lanner Falcon
sp,03150,Falco jugger,02.06.2008,,Falco jugger,12974,Laggar Falcon
sp,03160,Falco cherrug,02.06.2008,,Falco cherrug,12975,Saker Falcon
o,03170,Obsolete code,02.06.2008,Duplicated species; use 03160,Falco altaicus,NA,NA
sp,03180,Falco rusticolus,02.06.2008,,Falco rusticolus,12981,Gyrfalcon
sp,03190,Falco mexicanus,02.06.2008,,Falco mexicanus,12986,Prairie Falcon
sp,03200,Falco peregrinus,02.06.2008,Includes the former Falco peregrinoides. Use code 03210 when Falco peregrinus peregrinoides has been identified using morphological characters.,Falco peregrinus,12987,Peregrine Falcon
ssp,03201,Falco peregrinus peregrinus,02.06.2008,,Falco peregrinus peregrinus,12993,NA
ssp,03202,Falco peregrinus brookei,02.06.2008,,Falco peregrinus brookei,12996,NA
ssp,03210,Falco peregrinus pelegrinoides,02.06.2008,,Falco pelegrinoides,13008,NA
a,03219,Falco sp.,02.06.2008,,Falco sp.,NA,NA
sp,03220,Ortalis vetula,02.06.2008,,Ortalis vetula,625,Plain Chachalaca
sp,03230,Falcipennis falcipennis,02.06.2008,,Dendragapus falcipennis,1235,Siberian Grouse
sp,03240,Canachites canadensis,10.01.2024,,Dendragapus canadensis,1236,Spruce Grouse
sp,03250,Dendragapus obscurus,10.01.2024,Excludes Dendragapus fulignosus,Dendragapus obscurus,1152,Dusky Grouse
sp,03260,Tetrastes bonasia,02.06.2008,,Bonasa bonasia,1133,Hazel Grouse
sp,03270,Tetrastes sewerzowi,02.06.2008,,Bonasa sewerzowi,1147,Chinese Grouse
sp,03280,Bonasa umbellus,02.06.2008,,Bonasa umbellus,1116,Ruffed Grouse
a,03290,Lagopus lagopus sensu lato,22.11.2024,Includes Lagopus scotica,Lagopus lagopus,NA,NA
sp,03291,Lagopus lagopus,22.11.2024,Excludes Lagopus scotica,Lagopus lagopus lagopus,1184,Willow Ptarmigan
sp,03292,Lagopus scotica,22.11.2024,,Lagopus lagopus scoticus,1181,Red Grouse
sp,03300,Lagopus muta,02.06.2008,,Lagopus mutus,1203,Rock Ptarmigan
ssp,03301,Lagopus muta helvetica,25.05.2023,,,1206,NA
sp,03310,Lagopus leucura,02.06.2008,,Lagopus leucurus,1175,White-tailed Ptarmigan
sp,03320,Lyrurus tetrix,02.06.2008,,Tetrao tetrix,1268,Black Grouse
sp,03330,Lyrurus mlokosiewiczi,02.06.2008,,Tetrao mlokosiewiczi,1276,Caucasian Grouse
sp,03340,Tetrao urogalloides,02.06.2008,,Tetrao parvirostris,1261,Black-billed Capercaillie
sp,03350,Tetrao urogallus,02.06.2008,,Tetrao urogallus,1245,Western Capercaillie
sp,03360,Tympanuchus cupido,02.06.2008,,Tympanuchus cupido,1170,Greater Prairie Chicken
sp,03370,Tympanuchus phasianellus,02.06.2008,,Tympanuchus phasianellus,1162,Sharp-tailed Grouse
sp,03380,Centrocercus urophasianus,02.06.2008,,Centrocercus urophasianus,1150,Sage Grouse
sp,03390,Oreortyx pictus,02.06.2008,,Callipepla picta,834,Mountain Quail
sp,03400,Callipepla squamata,02.06.2008,,Callipepla squamata,840,Scaled Quail
sp,03410,Callipepla californica,02.06.2008,,Callipepla californica,852,California Quail
sp,03420,Callipepla gambelii,02.06.2008,,Callipepla gambelii,861,Gambel's Quail
sp,03430,Callipepla douglasii,02.06.2008,,Callipepla douglasii,845,Elegant Quail
sp,03440,Philortyx fasciatus,02.06.2008,,Philortyx fasciatus,870,Banded Quail
sp,03450,Colinus virginianus,02.06.2008,,Colinus virginianus,871,Northern Bobwhite
sp,03460,Cyrtonyx montezumae,02.06.2008,,Cyrtonyx montezumae,984,Montezuma Quail
sp,03470,Lerwa lerwa,02.06.2008,,Lerwa lerwa,1059,Snow Partridge
sp,03480,Tetraophasis obscurus,02.06.2008,,Tetraophasis obscurus,1088,Chestnut-throated Monal-Partridge
sp,03490,Tetraophasis szechenyii,02.06.2008,,Tetraophasis szechenyii,1089,Buff-throated Monal-Partridge
sp,03500,Tetraogallus caucasicus,02.06.2008,,Tetraogallus caucasicus,1581,Caucasian Snowcock
sp,03510,Tetraogallus caspius,02.06.2008,,Tetraogallus caspius,1582,Caspian Snowcock
sp,03520,Tetraogallus himalayensis,02.06.2008,,Tetraogallus himalayensis,1586,Himalayan Snowcock
sp,03530,Tetraogallus tibetanus,02.06.2008,,Tetraogallus tibetanus,1570,Tibetan Snowcock
sp,03540,Tetraogallus altaicus,02.06.2008,,Tetraogallus altaicus,1578,Altai Snowcock
sp,03550,Alectoris chukar,02.06.2008,,Alectoris chukar,1659,Chukar Partridge
sp,03560,Alectoris magna,02.06.2008,,Alectoris magna,1685,Przevalski's Partridge
sp,03570,Alectoris graeca,02.06.2008,,Alectoris graeca,1679,Rock Partridge
sp,03580,Alectoris rufa,02.06.2008,,Alectoris rufa,1653,Red-legged Partridge
sp,03590,Alectoris barbara,02.06.2008,,Alectoris barbara,1645,Barbary Partridge
sp,03600,Alectoris philbyi,02.06.2008,,Alectoris philbyi,1684,Philby's Partridge
sp,03610,Alectoris melanocephala,02.06.2008,,Alectoris melanocephala,1650,Arabian Partridge
sp,03620,Ammoperdix griseogularis,02.06.2008,,Ammoperdix griseogularis,1593,See-see Partridge
sp,03630,Ammoperdix heyi,02.06.2008,,Ammoperdix heyi,1594,Sand Partridge
sp,03640,Francolinus francolinus,02.06.2008,,Francolinus francolinus,1509,Black Francolin
sp,03650,Ortygornis pondicerianus,30.07.2021,,Francolinus pondicerianus,1501,Grey Francolin
sp,03660,Pternistis bicalcaratus,02.06.2008,,Francolinus bicalcaratus,1746,Double-spurred Spurfowl
sp,03670,Perdix perdix,02.06.2008,,Perdix perdix,1286,Grey Partridge
sp,03680,Perdix dauurica,02.06.2008,,Perdix dauuricae,1297,Daurian Partridge
sp,03690,Perdix hodgsoniae,02.06.2008,,Perdix hodgsoniae,1281,Tibetan Partridge
a,03699,Perdix sp.,02.06.2008,,Perdix sp.,NA,NA
sp,03700,Coturnix coturnix,02.06.2008,,Coturnix coturnix,1628,Common Quail
ssp,03701,Coturnix coturnix coturnix,15.11.2015,,Coturnix coturnix coturnix,1629,NA
ssp,03702,Coturnix coturnix confisa,10.01.2024,Subspecies not recognized by IOC but EURING will continue to recognize Canary and Madeira islands populations.,Coturnix coturnix confisa,NA,NA
ssp,03703,Coturnix coturnix inopinata,15.11.2015,,Coturnix coturnix inopinata,1632,NA
ssp,03704,Coturnix coturnix africana,15.11.2015,,Coturnix coturnix africana,1633,NA
sp,03710,Coturnix japonica,02.06.2008,,Coturnix japonica,1635,Japanese Quail
sp,03720,Perdicula asiatica,02.06.2008,,Perdicula asiatica,1688,Jungle Bush Quail
sp,03730,Arborophila torqueola,02.06.2008,,Arborophila torqueola,1012,Hill Partridge
sp,03740,Arborophila rufogularis,02.06.2008,,Arborophila rufogularis,1023,Rufous-throated Partridge
sp,03750,Arborophila rufipectus,02.06.2008,,Arborophila rufipectus,1018,Sichuan Partridge
sp,03760,Bambusicola thoracicus,02.06.2008,,Bambusicola thoracica,1476,Chinese Bamboo Partridge
sp,03770,Ithaginis cruentus,02.06.2008,,Ithaginis cruentus,1062,Blood Pheasant
sp,03780,Tragopan melanocephalus,02.06.2008,,Tragopan melanocephalus,1077,Western Tragopan
sp,03790,Tragopan satyra,02.06.2008,,Tragopan satyra,1078,Satyr Tragopan
sp,03800,Tragopan blythii,02.06.2008,,Tragopan blythii,1079,Blyth's Tragopan
sp,03810,Tragopan temminckii,02.06.2008,,Tragopan temminckii,1082,Temminck's Tragopan
sp,03820,Pucrasia macrolopha,02.06.2008,,Pucrasia macrolopha,1096,Koklass Pheasant
sp,03830,Lophophorus impejanus,02.06.2008,,Lophophorus impejanus,1090,Himalayan Monal
sp,03840,Lophophorus sclateri,02.06.2008,,Lophophorus sclateri,1091,Sclater's Monal
sp,03850,Lophophorus lhuysii,02.06.2008,,Lophophorus lhuysii,1095,Chinese Monal
sp,03860,Gallus gallus,02.06.2008,,Gallus gallus,1481,Red Junglefowl
sp,03870,Lophura leucomelanos,02.06.2008,,Lophura leucomelana,1377,Kalij Pheasant
sp,03880,Crossoptilon crossoptilon,02.06.2008,,Crossoptilon crossoptilon,1364,White Eared Pheasant
sp,03890,Crossoptilon mantchuricum,02.06.2008,,Crossoptilon mantchuricum,1369,Brown Eared Pheasant
sp,03900,Crossoptilon auritum,02.06.2008,,Crossoptilon auritum,1370,Blue Eared Pheasant
sp,03910,Catreus wallichii,02.06.2008,,Catreus wallichii,1361,Cheer Pheasant
sp,03920,Syrmaticus soemmerringii,02.06.2008,,Syrmaticus soemmerringii,1302,Copper Pheasant
sp,03930,Syrmaticus reevesii,02.06.2008,,Syrmaticus reevesii,1308,Reeves's Pheasant
sp,03940,Phasianus colchicus,02.06.2008,,Phasianus colchicus,1316,Common Pheasant
sp,03950,Phasianus versicolor,02.06.2008,,Phasianus versicolor,1355,Green Pheasant
sp,03960,Chrysolophus pictus,02.06.2008,,Chrysolophus pictus,1314,Golden Pheasant
sp,03970,Chrysolophus amherstiae,02.06.2008,,Chrysolophus amherstiae,1315,Lady Amherst's Pheasant
