Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC,English_Name
sp,33200,Merops gularis,02.06.2008,,Merops gularis,10854,Black Bee-eater
sp,33210,Merops hirundineus,02.06.2008,,Merops hirundineus,10857,Swallow-tailed Bee-eater
sp,33220,Merops malimbicus,02.06.2008,,Merops malimbicus,10919,Rosy Bee-eater
sp,33230,Merops muelleri,02.06.2008,Excludes Merops mentalis,Merops muelleri,10849,Blue-headed Bee-eater
sp,33240,Merops nubicus,02.06.2008,,Merops nubicus,10920,Northern Carmine Bee-eater
sp,33250,Merops pusillus,02.06.2008,,Merops pusillus,10862,Little Bee-eater
sp,33260,Merops variegatus,02.06.2008,Excludes Merops lafresnayii,Merops variegatus,10868,Blue-breasted Bee-eater
sp,33270,Microparra capensis,02.06.2008,,Microparra capensis,6631,Lesser Jacana
sp,33280,Corypha africana,22.11.2024,Excludes Corypha sharpii; Corypha kurrae; Corypha athi; Corypha kabalii and Corypha nigrescens,Mirafra africana,24222,Rufous-naped Lark
sp,33290,Amirafra rufocinnamomea,22.11.2024,,Mirafra rufocinnamomea,24179,Flappet Lark
o,33300,Obsolete code,02.06.2008,Duplicated species; use 00712,Morus capensis,NA,NA
sp,33310,Motacilla clara,02.06.2008,,Motacilla clara,33914,Mountain Wagtail
sp,33320,Muscicapa adusta,02.06.2008,,Muscicapa adusta,31083,African Dusky Flycatcher
sp,33330,Muscicapa aquatica,02.06.2008,,Muscicapa aquatica,31111,Swamp Flycatcher
sp,33340,Muscicapa cassini,02.06.2008,,Muscicapa cassini,31110,Cassin's Flycatcher
sp,33350,Bradornis comitatus,07.11.2024,,Muscicapa comitata,31039,Dusky-blue Flycatcher
sp,33360,Muscicapa epulata,02.06.2008,,Muscicapa epulata,31082,Little Grey Flycatcher
sp,33370,Artomyias fuliginosa,26.03.2025,,Muscicapa infuscata,31056,Sooty Flycatcher
sp,33380,Fraseria olivascens,07.11.2024,,Muscicapa olivascens,30993,Olivaceous Flycatcher
sp,33390,Muscicapa sethsmithi,18.10.2024,,Muscicapa sethsmithi,31081,Yellow-footed Flycatcher
sp,33400,Fraseria tessmanni,18.10.2024,,Muscicapa tessmanni,31007,Tessmann's Flycatcher
sp,33410,Artomyias ussheri,26.03.2025,,Muscicapa ussheri,31055,Ussher's Flycatcher
sp,33420,Tauraco violaceus,02.06.2008,,Musophaga violacea,3754,Violet Turaco
sp,33430,Fraseria griseigularis,22.11.2024,,Myioparus griseigularis,30986,Grey-throated Tit-Flycatcher
sp,33440,Oenanthe albifrons,02.06.2008,,Myrmecocichla albifrons,31931,White-fronted Black Chat
sp,33450,Myrmecocichla nigra,02.06.2008,,Myrmecocichla nigra,31890,Sooty Chat
sp,33460,Neafrapus cassini,02.06.2008,,Neafrapus cassini,2476,Cassin's Spinetail
sp,33470,Chalcomitra adelberti,02.06.2008,,Nectarinia adelberti,32402,Buff-throated Sunbird
sp,33480,Cinnyris batesi,02.06.2008,,Nectarinia batesi,32615,Bates's Sunbird
sp,33490,Cinnyris bouvieri,02.06.2008,,Nectarinia bouvieri,32579,Orange-tufted Sunbird
sp,33500,Cinnyris chloropygius,02.06.2008,,Nectarinia chloropygia,32496,Olive-bellied Sunbird
sp,33510,Cinnyris coccinigastrus,02.06.2008,,Nectarinia coccinigaster,32590,Splendid Sunbird
sp,33520,Cinnyris cupreus,02.06.2008,,Nectarinia cuprea,32616,Copper Sunbird
sp,33530,Cyanomitra cyanolaema,02.06.2008,,Nectarinia cyanolaema,32371,Blue-throated Brown Sunbird
sp,33540,Chalcomitra fuliginosa,02.06.2008,,Nectarinia fuliginosa,32405,Carmelite Sunbird
sp,33550,Cinnyris johannae,02.06.2008,,Nectarinia johannae,32591,Johanna's Sunbird
sp,33560,Cinnyris minullus,02.06.2008,,Nectarinia minulla,32503,Tiny Sunbird
o,33570,Obsolete code,02.06.2008,Duplicated species; use 25200,Nectarinia olivacea,NA,NA
sp,33580,Cyanomitra oritis,02.06.2008,,Nectarinia oritis,32375,Cameroon Sunbird
sp,33590,Cinnyris reichenowi,02.06.2008,,Nectarinia preussi,32529,Northern Double-collared Sunbird
sp,33600,Anabathmis reichenbachii,02.06.2008,,Nectarinia reichenbachii,32360,Reichenbach's Sunbird
sp,33610,Chalcomitra rubescens,02.06.2008,,Nectarinia rubescens,32408,Green-throated Sunbird
sp,33620,Anthreptes seimundi,02.06.2008,,Nectarinia seimundi,32331,Little Green Sunbird
sp,33630,Chalcomitra senegalensis,02.06.2008,,Nectarinia senegalensis,32418,Scarlet-chested Sunbird
sp,33640,Cinnyris superbus,02.06.2008,,Nectarinia superba,32594,Superb Sunbird
sp,33650,Cinnyris venustus,02.06.2008,,Nectarinia venusta,32604,Variable Sunbird
sp,33660,Cyanomitra verticalis,02.06.2008,,Nectarinia verticalis,32365,Green-headed Sunbird
sp,33670,Stizorhina finschi,02.06.2008,,Neocossyphus finschii,30157,Finsch's Rufous Thrush
sp,33680,Stizorhina fraseri,02.06.2008,,Neocossyphus fraseri,30159,Fraser's Rufous Thrush
sp,33690,Neocossyphus poensis,02.06.2008,,Neocossyphus poensis,30163,White-tailed Ant Thrush
sp,33700,Neocossyphus rufus,02.06.2008,,Neocossyphus rufus,30169,Red-tailed Ant Thrush
sp,33710,Neotis nuba,02.06.2008,,Neotis nuba,3817,Nubian Bustard
sp,33720,Delacourella capistrata,02.06.2008,,Nesocharis capistrata,33576,Grey-headed Oliveback
sp,33730,Nesocharis shelleyi,02.06.2008,,Nesocharis shelleyi,33524,Shelley's Oliveback
sp,33740,Nigrita bicolor,02.06.2008,,Nigrita bicolor,33561,Chestnut-breasted Nigrita
sp,33750,Nigrita canicapillus,02.06.2008,,Nigrita canicapilla,33565,Grey-headed Nigrita
sp,33760,Nigrita fusconotus,02.06.2008,,Nigrita fusconota,33558,White-breasted Nigrita
sp,33770,Nigrita luteifrons,02.06.2008,,Nigrita luteifrons,33573,Pale-fronted Nigrita
sp,33780,Nilaus afer,02.06.2008,,Nilaus afer,20273,Brubru
sp,33790,Oenanthe heuglinii,02.06.2008,,Oenanthe heuglini,31915,Heuglin's Wheatear
sp,33800,Onychognathus fulgidus,02.06.2008,,Onychognathus fulgidus,30085,Chestnut-winged Starling
sp,33810,Onychognathus morio,02.06.2008,,Onychognathus morio,30078,Red-winged Starling
sp,33820,Onychognathus walleri,02.06.2008,,Onychognathus walleri,30090,Waller's Starling
sp,33830,Oriolus auratus,02.06.2008,,Oriolus auratus,21730,African Golden Oriole
