Totaal,Handsoorten,,"Terug-
vangst",Landen,,Kleurring,Locaties,Vangmethoden,Aantal zelf geringd,,,,,
,80,,,4,,5,8,8,,21,uniek,71,5,21
3739,,,942,,,200,,,1718,76,door mij,1718,91,76
Datum,Soort,"Nieuwe
projectsoort","Terug-
vangst",Buitenland,Ringnummer,Kleurring,Locatie,Vangmethode,Ringer,"Zoönose
door mij",Bijzonderheid,Ringsoorten,Kleurring,Zoönose
,,,j,land,,kleurcode,,,,j,,,,
13-1-2024,Houtsnip,54,,,3367314,,Schiermonnikoog,Dazzelen,Rick Elizen,,,,,
13-1-2024,Houtsnip,55,,,3367315,,Schiermonnikoog,Dazzelen,Rick Elizen,,,,,
13-1-2024,Houtsnip,56,,,3367316,,Schiermonnikoog,Dazzelen,Wouter Lebbink,,,,,
14-4-2024,Tjiftjaf,168,,,26608A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Pimpelmees,302,j,,BT33639,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
14-4-2024,Tjiftjaf,169,j,,AKY027,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Heggenmus,42,,,BT62560,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
14-4-2024,Koolmees,426,j,,BT62457,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,473,,,BT62561,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
14-4-2024,Roodborst,184,j,,BT62557,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zanglijster,52,,,K669864,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Roodborst,185,j,,BT33774,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
14-4-2024,Winterkoning,75,j,,AKY061,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
14-4-2024,Zwartkop,474,,,BT62562,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Tjiftjaf,170,,,26609A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
14-4-2024,Koolmees,427,,,BT62563,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Koolmees,428,j,,BL92148,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,475,,,BT62564,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
14-4-2024,Pimpelmees,303,j,,BT33870,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Tjiftjaf,171,,,26610A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,476,j,,BT62051,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
14-4-2024,Roodborst,186,j,,BT33677,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Pimpelmees,304,,,BT62565,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
14-4-2024,Pimpelmees,305,,,BT62566,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,477,,,BT62567,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Koolmees,429,,,BT62568,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
14-4-2024,Koolmees,430,,,BT62569,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
14-4-2024,Merel,83,j,,K669826,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Koolmees,431,,,BT62570,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Heggenmus,43,j,,BT62457,,"Hackfort, Vorden",Mistnet,Rick Elizen,,,,,
14-4-2024,Koolmees,432,j,,BT62139,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Grote Bonte Specht,20,,,K669865,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,478,,,BT62571,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Merel,84,j,,L588679,,"Hackfort, Vorden",Mistnet,Rick Elizen,,,,,
14-4-2024,Roodborst,187,,,BT62572,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,479,,,BT62573,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Zwartkop,480,j,,BR10356,,"Hackfort, Vorden",Mistnet,Rick Elizen,,,,,
14-4-2024,Koolmees,433,,,BT62574,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Roodborst,188,j,,BR10179,,"Hackfort, Vorden",Mistnet,Rick Elizen,,,,,
14-4-2024,Roodborst,189,,,BT62575,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Tjiftjaf,172,j,,AKY067,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Tjiftjaf,173,,,26611A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
14-4-2024,Tjiftjaf,174,,,26612A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
14-4-2024,Tjiftjaf,175,,,26613A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Pimpelmees,306,j,,BT33438,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Roodborst,190,,,BT62576,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
14-4-2024,Pimpelmees,307,,,BT62577,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Winterkoning,76,j,,AKY060,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
14-4-2024,Tjiftjaf,176,,,26614A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
14-4-2024,Roodborst,191,j,,BJ47787,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
14-4-2024,Zwartkop,481,,,BT62578,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
14-4-2024,Koolmees,434,j,,BT33423,,"Hackfort, Vorden",Mistnet,Rick Elizen,,,,,
14-4-2024,Tjiftjaf,177,,,26615A,,"Hackfort, Vorden",Mistnet,Rick Elizen,,,,,
14-4-2024,Tjiftjaf,178,j,,AKY027,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
14-4-2024,Zwartkop,482,,,BT62579,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
04-05-2024,Koolmees,435,j,,BP56832,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
04-05-2024,Tuinfluiter,52,,,BT62590,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Roodborst,192,j,,BR10388,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Zwartkop,483,j,,BT62567,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
04-05-2024,Tjiftjaf,179,,,26619A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tjiftjaf,180,,,26620A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
04-05-2024,Tjiftjaf,181,j,,ARX784,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Zwartkop,484,,,BT62591,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
04-05-2024,Zwartkop,485,j,,BT33633,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Zwartkop,486,,,BT62592,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
04-05-2024,Zwartkop,487,,,BT62593,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tjiftjaf,182,,,26621A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Winterkoning,77,,,26622A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
04-05-2024,Zwartkop,488,j,,BT62587,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tuinfluiter,53,,,BT62594,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
04-05-2024,Tuinfluiter,54,,,BT62595,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tjiftjaf,183,,,26623A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
04-05-2024,Tjiftjaf,184,,,26624A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Zwartkop,489,j,Spanje,C058946,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,j,,Zwartkop,,Zwartkop
04-05-2024,Winterkoning,78,j,,26617A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
04-05-2024,Tuinfluiter,55,,,BT62596,,"Hackfort, Vorden",Mistnet,Jacob de Vries,j,,,,Tuinfluiter
04-05-2024,Tjiftjaf,185,j,,AKY027,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
04-05-2024,Tjiftjaf,186,,,26625A,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tuinfluiter,56,,,BT62597,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,j,,Tuinfluiter,,Tuinfluiter
04-05-2024,Koolmees,436,j,,BT62437,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,j,,Koolmees,,Koolmees
04-05-2024,Koolmees,437,,,BT62598,,"Hackfort, Vorden",Mistnet,Jacob de Vries,j,,,,Koolmees
04-05-2024,Koolmees,438,j,,BT62574,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tuinfluiter,57,,,BT62599,,"Hackfort, Vorden",Mistnet,Jacob de Vries,j,,,,Tuinfluiter
04-05-2024,Goudvink,24,,,Y041285,,"Hackfort, Vorden",Mistnet,Jacob de Vries,j,,,,Goudvink
04-05-2024,Koolmees,439,j,,BT62568,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Koolmees,440,,,BT62600,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
04-05-2024,Zwartkop,490,,,BT62601,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Heggenmus,44,j,,BR10277,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
04-05-2024,Vink,80,j,,Y041253,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Pimpelmees,308,j,,BT62577,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tjiftjaf,187,j,,AKY080,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
04-05-2024,Pimpelmees,309,j,,BT62566,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tuinfluiter,58,,,BT62602,,"Hackfort, Vorden",Mistnet,Jacob de Vries,,,,,
04-05-2024,Tjiftjaf,188,,,26614A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
19-05-2024,Tuinfluiter,59,,,BT62603,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
19-05-2024,Roodborst,193,j,,BT33774,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
19-05-2024,Vink,81,j,,Y041144,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
19-05-2024,Zanglijster,53,,,K669867,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
19-05-2024,Zanglijster,54,j,,L588702,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
19-05-2024,Zanglijster,55,j,,K669864,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
19-05-2024,Merel,85,j,,K669828,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
19-05-2024,Glanskop,11,,,BT62604,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Glanskop,,
19-05-2024,Glanskop,12,,,BT62605,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
19-05-2024,Glanskop,13,,,BT62606,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Glanskop,,
19-05-2024,Zwartkop,491,j,,BT62591,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Tuinfluiter,60,,,BT62607,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
19-05-2024,Pimpelmees,310,j,,BT62577,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
19-05-2024,Zwartkop,492,j,,BT62571,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Merel,86,j,,K669836,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
19-05-2024,Pimpelmees,311,j,,BT33438,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
19-05-2024,Roodborst,194,,,BT62608,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
19-05-2024,Grasmus,39,,,BT62609,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
19-05-2024,Zwartkop,493,,,BT62610,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Koolmees,441,,,BT62611,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
19-05-2024,Heggenmus,45,,,BT62612,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
19-05-2024,Staartmees,16,,,26626A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Staartmees,,
19-05-2024,Staartmees,17,j,,APL674,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
19-05-2024,Staartmees,18,,,26627A,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
19-05-2024,Staartmees,19,,,26628A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Staartmees,,
19-05-2024,Staartmees,20,,,26629A,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
19-05-2024,Staartmees,21,,,26630A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Staartmees,,
19-05-2024,Staartmees,22,,,26631A,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
19-05-2024,Staartmees,23,,,26632A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Staartmees,,
19-05-2024,Zwartkop,494,j,,BR10429,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Zwartkop,495,j,,BT33491,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Heggenmus,46,j,,BT62457,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
19-05-2024,Zwartkop,496,,,BT62613,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Zwartkop,497,j,,BT62562,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Zwartkop,498,,,BT62614,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Tuinfluiter,61,j,,BT62597,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
19-05-2024,Zwartkop,499,,,BT62615,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Zwartkop,500,,,BT62616,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Zwartkop,501,,,BT62617,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Heggenmus,47,,,BT62618,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
19-05-2024,Tuinfluiter,62,,,BT62619,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
19-05-2024,Tjiftjaf,189,,,26633A,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
19-05-2024,Zwartkop,502,,,BT62620,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
19-05-2024,Grote Bonte Specht,21,j,,L588839,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
19-05-2024,Tjiftjaf,190,j,,ARX784,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
19-05-2024,Koolmees,442,j,,BT33423,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
19-05-2024,Zwartkop,503,j,,BT62591,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-06-2024,Oeverzwaluw,1,,,ATL190,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,2,,,ATL191,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,3,,,ATL192,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,4,,,ATL193,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,5,,,ATL194,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,6,,,ATL195,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,7,,,ATL196,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,8,,,ATL197,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,9,,,ATL198,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,10,,,ATL199,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,11,,,ATL200,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,12,,,ATL201,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,13,,,ATL202,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,14,,,ATL203,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,15,,,ATL204,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,16,,,ATL205,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,17,,,ATL206,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,18,,,ATL207,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,19,,,ATL208,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,20,,,ATL209,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,21,,,ATL210,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,22,,,ATL211,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,23,,,ATL212,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,24,,,ATL213,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,25,,,ATL214,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,26,,,ATL215,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,27,,,ATL216,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,28,,,ATL217,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,29,j,,ATL036,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,30,j,,ATL108,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,31,j,,ATL110,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,32,j,,ATL006,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,33,j,,ATL005,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,34,j,,ATL046,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,35,j,,ATL028,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,36,j,,AND285,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,37,j,,ATL030,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,38,j,,ATL134,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,39,j,,ATL031,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,40,j,,ATL146,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,41,j,,ATL174,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,42,j,,AND268,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,43,j,,BN49540,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,44,j,,ATL105,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,45,j,,AND264,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,46,j,,AND247,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,47,j,,AND304,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,48,j,,AND313,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,49,j,,AND229,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,50,j,,ATL010,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,51,j,,ATL122,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,52,j,,ATL104,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,53,j,,BR64403,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,54,j,,ATL004,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,55,j,,AND303,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,56,j,,ATL161,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,57,j,,AND284,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,58,j,,ATL183,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,59,j,,ATL127,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,60,j,,ATL033,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,61,j,,ATL173,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,62,j,,AND267,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,63,j,,AND271,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,64,j,,BJ76105,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
20-06-2024,Oeverzwaluw,65,j,,BJ70301,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,66,j,,BJ74827,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,67,j,,BT72090,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,68,j,,ATL113,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,69,j,,AND258,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,70,j,,ATL103,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,71,j,,AND256,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,72,j,,ATL170,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,73,j,,ATL175,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,74,j,,AND253,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,75,j,,BJ76342,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
20-06-2024,Oeverzwaluw,76,j,,BJ74758,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Oeverzwaluw,,
